MIS_DATE,APP_ID,BIRTH_DAYS,GENDER,MARRIAGE,ID_ISSUE_DAYS,EDUCATION,REQUEST_LOAN_AMOUNT,CURRENT_PROVINCE,REQ_MAX_AMT_R,REFERENCE_RELATIONSHIP_2,LIV_AGE_R,WOR_AGE_R,SPOUSE_REL,MAX_DPD
2019-02-28,722869,9652,MALE,SINGLE,63,COLLEGE,40,Ho Chi Minh,0.8,FRIEND/CO-WORKER,0.04,0.04,0,81
2019-02-28,687732,15465,MALE,MARRIED,2409,UNIVERSITY,50,Khanh Hoa,1,FRIEND/CO-WORKER,0.19,0.07,0,12
2019-02-28,715589,10100,MALE,MARRIED,67,HIGH_SCHOOL,20,Phu Tho,0.4,FRIEND/CO-WORKER,0.96,0.25,1,80
2019-02-28,675502,11494,MALE,SINGLE,58,HIGH_SCHOOL,30,Ho Chi Minh,0.75,FRIEND/CO-WORKER,0.06,0.06,0,3
2019-02-28,712647,14183,MALE,MARRIED,637,SECONDARY_SCHOOL,15,Phu Yen,0.38,FRIEND/CO-WORKER,0.33,0.03,1,120
2019-02-28,723338,14419,MALE,MARRIED,160,SECONDARY_SCHOOL,40,Phu Yen,1,FRIEND/CO-WORKER,1,0.25,1,5
2019-02-28,684350,12992,MALE,MARRIED,1333,HIGH_SCHOOL,50,Vinh Long,1,FRIEND/CO-WORKER,0.08,0.11,1,90
2019-02-28,703622,19172,FEMALE,MARRIED,3641,HIGH_SCHOOL,50,Tien Giang,1,FRIEND/CO-WORKER,0.4,0.28,0,-1
2019-02-28,693186,20184,FEMALE,WIDOW,4173,HIGH_SCHOOL,25,Ho Chi Minh,0.5,FRIEND/CO-WORKER,0.57,0.08,0,0
2019-02-28,690391,10202,MALE,MARRIED,4893,SECONDARY_SCHOOL,20,Binh Duong,0.4,FRIEND/CO-WORKER,0.02,0.02,1,181
2019-02-28,715166,9536,FEMALE,MARRIED,1959,PRIMARY_SCHOOL,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.31,0.08,1,151
2019-02-28,713575,17497,MALE,MARRIED,1213,HIGH_SCHOOL,50,Phu Tho,1,FRIEND/CO-WORKER,0.98,0.31,1,2
2019-02-28,729394,12523,MALE,SINGLE,118,HIGH_SCHOOL,15,Vinh Long,0.38,FRIEND/CO-WORKER,0.97,0.09,0,-1
2019-02-28,721371,15018,MALE,MARRIED,1456,SECONDARY_SCHOOL,50,Ben Tre,1,FRIEND/CO-WORKER,0.98,0.15,1,224
2019-02-28,678302,7390,MALE,SINGLE,72,HIGH_SCHOOL,50,Phu Tho,1,FRIEND/CO-WORKER,0.95,0.07,0,200
2019-02-28,731821,11088,MALE,MARRIED,2366,HIGH_SCHOOL,50,Ha Noi,1,BROTHER/SISTER,0.23,0.32,0,1
2019-02-28,726134,10873,MALE,DIVORCE,460,HIGH_SCHOOL,20,Hai Duong,0.5,FRIEND/CO-WORKER,0.1,0.1,0,-1
2019-02-28,686831,8492,MALE,SINGLE,336,UNIVERSITY,50,Ha Noi,1,FRIEND/CO-WORKER,1,0.04,0,1
2019-02-28,673035,7928,MALE,SINGLE,1776,HIGH_SCHOOL,40,Dong Nai,0.8,FRIEND/CO-WORKER,1,0.18,0,69
2019-02-28,697843,16474,FEMALE,MARRIED,4679,HIGH_SCHOOL,20,Binh Dinh,0.4,FRIEND/CO-WORKER,0.07,0.13,0,243
2019-02-28,686302,13850,FEMALE,MARRIED,251,UNIVERSITY,40,Nghe An,1,FRIEND/CO-WORKER,1,0.26,0,141
2019-02-28,731051,8375,MALE,SINGLE,1796,HIGH_SCHOOL,50,Quang Ninh,1,FRIEND/CO-WORKER,0.96,0.04,0,-1
2019-02-28,694003,10781,FEMALE,MARRIED,1424,SECONDARY_SCHOOL,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.17,0.17,1,42
2019-02-28,722295,15313,MALE,SINGLE,1086,SECONDARY_SCHOOL,20,Binh Duong,0.5,FRIEND/CO-WORKER,0.24,0.01,0,18
2019-02-28,707340,10327,FEMALE,MARRIED,1121,HIGH_SCHOOL,30,Ha Noi,0.6,FRIEND/CO-WORKER,0.72,0.21,0,5
2019-02-28,706483,8031,MALE,SINGLE,1717,HIGH_SCHOOL,50,Thanh Hoa,1,FRIEND/CO-WORKER,1,0.09,0,151
2019-02-28,726893,7552,MALE,SINGLE,1213,HIGH_SCHOOL,30,Ho Chi Minh,0.75,FRIEND/CO-WORKER,0.05,0.05,0,8
2019-02-28,702719,8198,FEMALE,DIVORCE,887,HIGH_SCHOOL,30,Thanh Hoa,0.75,FRIEND/CO-WORKER,1,0.09,0,151
2019-02-28,714009,12327,FEMALE,MARRIED,419,COLLEGE,40,Ha Noi,0.8,FRIEND/CO-WORKER,0.09,0.12,1,19
2019-02-28,694815,10320,FEMALE,MARRIED,176,SECONDARY_SCHOOL,30,Nghe An,0.6,FRIEND/CO-WORKER,0.31,0.14,0,-1
2019-02-28,701405,19086,FEMALE,WIDOW,12,SECONDARY_SCHOOL,50,Binh Thuan,1,FRIEND/CO-WORKER,1,0.11,0,9
2019-02-28,722480,11123,FEMALE,DIVORCE,2626,UNIVERSITY,50,Ha Noi,1,FRIEND/CO-WORKER,0.97,0.32,0,2
2019-02-28,700544,10700,MALE,MARRIED,100,SECONDARY_SCHOOL,40,Ninh Binh,1,FRIEND/CO-WORKER,0.13,0.13,1,14
2019-02-28,682166,12170,MALE,MARRIED,1295,SECONDARY_SCHOOL,30,Nghe An,0.6,FRIEND/CO-WORKER,1,0.35,0,90
2019-02-28,728216,11347,MALE,MARRIED,3132,HIGH_SCHOOL,50,Thanh Hoa,1,FRIEND/CO-WORKER,1,0.03,0,41
2019-02-28,693116,9276,FEMALE,MARRIED,2463,SECONDARY_SCHOOL,20,Quang Ninh,0.4,FRIEND/CO-WORKER,0.15,0.08,1,120
2019-02-28,708479,11089,FEMALE,MARRIED,5370,HIGH_SCHOOL,40,Dong Nai,1,FRIEND/CO-WORKER,0.23,0.1,1,10
2019-02-28,717534,8633,FEMALE,MARRIED,2789,HIGH_SCHOOL,25,Long An,0.5,FRIEND/CO-WORKER,0.13,0.02,1,1
2019-02-28,718980,7840,MALE,SINGLE,1350,HIGH_SCHOOL,25,Ho Chi Minh,0.5,FRIEND/CO-WORKER,0.09,0.11,0,1
2019-02-28,692798,10705,FEMALE,SINGLE,4833,SECONDARY_SCHOOL,30,Long An,0.75,FRIEND/CO-WORKER,0.23,0.17,0,1
2019-02-28,678218,18505,FEMALE,DIVORCE,3934,SECONDARY_SCHOOL,50,Ho Chi Minh,1,FRIEND/CO-WORKER,1,0.2,0,-1
2019-02-28,717887,14363,MALE,MARRIED,442,HIGH_SCHOOL,15,Thanh Hoa,0.38,FRIEND/CO-WORKER,1,0.05,1,4
2019-02-28,699943,13634,FEMALE,MARRIED,12,HIGH_SCHOOL,20,Ha Noi,0.4,FRIEND/CO-WORKER,0.13,0.03,0,1
2019-02-28,693720,14006,MALE,MARRIED,902,HIGH_SCHOOL,30,Ho Chi Minh,0.6,FRIEND/CO-WORKER,0.38,0.51,0,1
2019-02-28,725940,13717,FEMALE,MARRIED,346,SECONDARY_SCHOOL,50,Khanh Hoa,1,FRIEND/CO-WORKER,0.42,0.05,1,15
2019-02-28,687711,9171,FEMALE,SINGLE,2256,HIGH_SCHOOL,15,Dong Nai,0.38,FRIEND/CO-WORKER,0.12,0.04,0,28
2019-02-28,710457,12250,MALE,MARRIED,4744,SECONDARY_SCHOOL,30,Ho Chi Minh,0.6,FRIEND/CO-WORKER,0.06,0.06,0,141
2019-02-28,690496,14402,MALE,DIVORCE,129,PRIMARY_SCHOOL,20,Tay Ninh,0.4,FRIEND/CO-WORKER,1.02,0.25,0,162
2019-02-28,706070,11725,MALE,MARRIED,4339,SECONDARY_SCHOOL,30,Ninh Thuan,0.6,FRIEND/CO-WORKER,0.06,0.47,1,4
2019-02-28,689935,13331,MALE,MARRIED,1124,HIGH_SCHOOL,50,Hai Duong,1,FRIEND/CO-WORKER,0.97,0.22,0,5
2019-02-28,706312,11383,MALE,MARRIED,65,HIGH_SCHOOL,50,Phu Tho,1,FRIEND/CO-WORKER,0.09,0.09,0,-1
2019-02-28,675219,16829,FEMALE,MARRIED,3051,SECONDARY_SCHOOL,40,Tien Giang,0.8,FRIEND/CO-WORKER,0.65,0.61,1,119
2019-02-28,683133,10858,MALE,MARRIED,860,HIGH_SCHOOL,40,Ha Noi,0.8,FRIEND/CO-WORKER,1,0.17,0,-1
2019-02-28,728315,8622,FEMALE,SINGLE,403,UNIVERSITY,30,Binh Duong,0.6,FRIEND/CO-WORKER,0.25,0.02,0,0
2019-02-28,716981,9565,MALE,MARRIED,3224,HIGH_SCHOOL,30,Phu Tho,0.6,FRIEND/CO-WORKER,0.67,0.09,1,-1
2019-02-28,686269,9892,MALE,SINGLE,813,SECONDARY_SCHOOL,40,Binh Duong,1,FRIEND/CO-WORKER,0.74,0.07,0,3
2019-02-28,692313,10044,MALE,SINGLE,577,UNIVERSITY,25,Ho Chi Minh,0.63,FRIEND/CO-WORKER,0.04,0.07,0,13
2019-02-28,701134,8920,MALE,SINGLE,3388,SECONDARY_SCHOOL,40,Long An,0.8,FRIEND/CO-WORKER,1,0.2,0,181
2019-02-28,704315,16472,MALE,DIVORCE,4506,HIGH_SCHOOL,25,Can Tho,0.5,FRIEND/CO-WORKER,1,0.22,0,1
2019-02-28,714318,9901,MALE,SINGLE,981,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,FRIEND/CO-WORKER,0.04,0.04,0,23
2019-02-28,707943,17112,MALE,MARRIED,1059,PRIMARY_SCHOOL,50,Phu Yen,1,FRIEND/CO-WORKER,1,0.04,0,132
2019-02-28,720528,9990,FEMALE,MARRIED,11,HIGH_SCHOOL,50,Dong Nai,1,FRIEND/CO-WORKER,0.07,0.18,1,44
2019-02-28,713449,10702,FEMALE,MARRIED,1208,SECONDARY_SCHOOL,20,Hung Yen,0.5,FRIEND/CO-WORKER,0.33,0.1,1,3
2019-02-28,683876,9266,FEMALE,SINGLE,2760,COLLEGE,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.08,0.04,0,1
2019-02-28,687765,14997,FEMALE,DIVORCE,483,SECONDARY_SCHOOL,40,Tay Ninh,1,BROTHER/SISTER,1,0.37,0,1
2019-02-28,726182,7600,FEMALE,SINGLE,2162,HIGH_SCHOOL,30,Ba Ria - Vung Tau,0.6,FRIEND/CO-WORKER,1,0.1,0,30
2019-02-28,693873,12389,FEMALE,MARRIED,385,SECONDARY_SCHOOL,40,Dong Nai,1,FRIEND/CO-WORKER,0.03,0.03,1,2
2019-02-28,688045,10306,MALE,SINGLE,496,HIGH_SCHOOL,40,Ben Tre,1,FRIEND/CO-WORKER,0.01,0.01,0,241
2019-02-28,691037,14415,FEMALE,SINGLE,3070,HIGH_SCHOOL,40,Binh Duong,1,FRIEND/CO-WORKER,0.2,0.13,0,1
2019-02-28,687894,9039,MALE,SINGLE,3,SECONDARY_SCHOOL,30,Ho Chi Minh,0.6,FRIEND/CO-WORKER,0.2,0.2,0,18
2019-02-28,703780,12089,MALE,MARRIED,874,SECONDARY_SCHOOL,40,Tay Ninh,1,FRIEND/CO-WORKER,0.06,0.3,1,1
2019-02-28,686353,10762,MALE,MARRIED,1961,HIGH_SCHOOL,40,Quang Ninh,0.8,FRIEND/CO-WORKER,1,0.17,0,58
2019-02-28,691207,12953,MALE,MARRIED,682,SECONDARY_SCHOOL,20,Da Nang,0.4,FRIEND/CO-WORKER,0.94,0.39,0,31
2019-02-28,677621,12645,FEMALE,MARRIED,2891,HIGH_SCHOOL,40,Phu Tho,1,FRIEND/CO-WORKER,0.4,0.1,0,30
2019-02-28,690907,13113,FEMALE,MARRIED,1023,COLLEGE,30,Binh Phuoc,0.6,FRIEND/CO-WORKER,0.06,0.06,0,1
2019-02-28,670021,10151,MALE,SINGLE,528,COLLEGE,25,Ho Chi Minh,0.63,FRIEND/CO-WORKER,0.05,0.05,0,59
2019-02-28,680870,8700,FEMALE,MARRIED,1120,SECONDARY_SCHOOL,40,Binh Duong,1,FRIEND/CO-WORKER,0.33,0.21,1,2
2019-02-28,718886,10011,FEMALE,MARRIED,1952,SECONDARY_SCHOOL,20,Ben Tre,0.4,FRIEND/CO-WORKER,0.16,0.11,0,1
2019-02-28,726623,10410,MALE,MARRIED,1492,HIGH_SCHOOL,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.1,0.1,1,101
2019-02-28,708613,13711,FEMALE,MARRIED,1909,HIGH_SCHOOL,20,An Giang,0.4,FRIEND/CO-WORKER,0.34,0.03,0,-1
2019-02-28,721128,19610,FEMALE,MARRIED,2724,HIGH_SCHOOL,20,Dong Nai,0.4,FRIEND/CO-WORKER,0.48,0.06,0,1
2019-02-28,726604,9184,FEMALE,SINGLE,3701,SECONDARY_SCHOOL,50,Long An,1,FRIEND/CO-WORKER,0.48,0.4,1,23
2019-02-28,690683,11523,MALE,MARRIED,28,HIGH_SCHOOL,50,Thanh Hoa,1,FRIEND/CO-WORKER,1.03,0.16,1,16
2019-02-28,690097,11334,MALE,SINGLE,1484,UNIVERSITY,40,Ha Noi,0.8,FRIEND/CO-WORKER,0.19,0.13,0,10
2019-02-28,690596,11415,FEMALE,MARRIED,1731,SECONDARY_SCHOOL,30,Tay Ninh,0.6,FRIEND/CO-WORKER,0.09,0.09,0,3
2019-02-28,724976,8754,MALE,SINGLE,2475,SECONDARY_SCHOOL,40,Binh Duong,1,COUSIN,0.04,0.03,0,162
2019-02-28,686383,9754,FEMALE,MARRIED,1120,PRIMARY_SCHOOL,15,Ba Ria - Vung Tau,0.38,FRIEND/CO-WORKER,0.04,0.07,1,-1
2019-02-28,712659,11070,MALE,MARRIED,1293,HIGH_SCHOOL,50,Nghe An,1,FRIEND/CO-WORKER,1.03,0.32,1,1
2019-02-28,672614,16182,MALE,MARRIED,648,SECONDARY_SCHOOL,40,Thanh Hoa,1,FRIEND/CO-WORKER,1,0.04,0,90
2019-02-28,693211,12001,FEMALE,MARRIED,957,SECONDARY_SCHOOL,30,Can Tho,0.75,FRIEND/CO-WORKER,0.3,0.06,1,2
2019-02-28,730445,10975,MALE,SINGLE,3687,HIGH_SCHOOL,20,Tay Ninh,0.4,FRIEND/CO-WORKER,1,0.2,0,-1
2019-02-28,715847,13378,MALE,MARRIED,1320,COLLEGE,30,Ho Chi Minh,0.6,FRIEND/CO-WORKER,0.11,0.03,1,2
2019-02-28,730549,17224,FEMALE,MARRIED,4502,SECONDARY_SCHOOL,20,Tien Giang,0.5,FRIEND/CO-WORKER,0.64,0.06,0,5
2019-02-28,718585,10699,FEMALE,MARRIED,625,SECONDARY_SCHOOL,40,Tay Ninh,1,FRIEND/CO-WORKER,0.07,0.01,1,4
2019-02-28,687992,12255,MALE,MARRIED,819,SECONDARY_SCHOOL,30,Binh Dinh,0.75,FRIEND/CO-WORKER,1,0.29,1,14
2019-02-28,688273,14430,MALE,MARRIED,155,HIGH_SCHOOL,30,Ha Noi,0.6,FRIEND/CO-WORKER,0.98,0.45,1,241
2019-02-28,714811,12206,MALE,MARRIED,3405,HIGH_SCHOOL,20,Ho Chi Minh,0.4,FRIEND/CO-WORKER,0.21,0.18,0,10
2019-02-28,682603,9472,MALE,MARRIED,3709,HIGH_SCHOOL,20,Thanh Hoa,0.5,FRIEND/CO-WORKER,0.12,0.12,1,10
2019-02-28,710398,7389,FEMALE,SINGLE,2198,COLLEGE,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.1,0.14,0,26
2019-02-28,681736,8719,MALE,SINGLE,510,COLLEGE,40,Ho Chi Minh,0.8,FRIEND/CO-WORKER,0.04,0.08,0,6
2019-02-28,720371,12159,MALE,DIVORCE,588,UNIVERSITY,30,Can Tho,0.75,FRIEND/CO-WORKER,0.71,0.03,0,324
2019-02-28,687606,8596,FEMALE,SINGLE,1032,HIGH_SCHOOL,40,Tien Giang,0.8,FRIEND/CO-WORKER,0.98,0.04,0,59
2019-02-28,686494,15964,MALE,MARRIED,3454,UNIVERSITY,40,Ho Chi Minh,0.8,FRIEND/CO-WORKER,0.02,0.02,1,2
2019-02-28,703128,20493,MALE,MARRIED,150,PRIMARY_SCHOOL,40,Binh Duong,0.8,FRIEND/CO-WORKER,0.02,0.01,1,-1
2019-02-28,721046,7797,MALE,SINGLE,1728,HIGH_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,0.32,0.05,0,101
2019-02-28,727403,12475,MALE,MARRIED,4065,UNIVERSITY,50,Binh Dinh,1,FRIEND/CO-WORKER,0.97,0.12,1,1
2019-02-28,701675,10263,FEMALE,SINGLE,879,SECONDARY_SCHOOL,30,Tien Giang,0.6,FRIEND/CO-WORKER,1,0.18,0,2
2019-02-28,712802,15856,FEMALE,MARRIED,1049,PRIMARY_SCHOOL,20,Binh Duong,0.5,FRIEND/CO-WORKER,0.18,0.02,1,28
2019-02-28,710939,17570,FEMALE,DIVORCE,4229,SECONDARY_SCHOOL,30,Tay Ninh,0.6,FRIEND/CO-WORKER,0.23,0.21,0,-1
2019-02-28,720168,14607,FEMALE,MARRIED,850,UNIVERSITY,35,Nghe An,0.7,FRIEND/CO-WORKER,0.4,0.18,0,-1
2019-02-28,681405,11111,MALE,SINGLE,651,HIGH_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,0.03,0.32,0,272
2019-02-28,725966,9086,MALE,SINGLE,2524,COLLEGE,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.08,0.04,0,6
2019-02-28,708033,11681,FEMALE,MARRIED,97,SECONDARY_SCHOOL,30,An Giang,0.6,FRIEND/CO-WORKER,1,0.09,1,120
2019-02-28,709802,12318,MALE,MARRIED,897,UNIVERSITY,50,Ha Noi,1,FRIEND/CO-WORKER,0.59,0.15,1,1
2019-02-28,713405,12688,MALE,MARRIED,1753,HIGH_SCHOOL,25,Ha Noi,0.5,FRIEND/CO-WORKER,0.09,0.09,0,90
2019-02-28,700838,9469,MALE,SINGLE,504,COLLEGE,50,Hung Yen,1,FRIEND/CO-WORKER,1,0.04,0,0
2019-02-28,718447,11110,MALE,MARRIED,1006,HIGH_SCHOOL,50,Can Tho,1,FRIEND/CO-WORKER,0.05,0.05,1,1
2019-02-28,710894,8103,MALE,SINGLE,1837,HIGH_SCHOOL,30,Ha Noi,0.6,FRIEND/CO-WORKER,0.13,0.13,0,142
2019-02-28,693825,12452,MALE,DIVORCE,401,SECONDARY_SCHOOL,30,Ben Tre,0.6,FRIEND/CO-WORKER,0.01,0.01,0,-1
2019-02-28,683529,7791,MALE,MARRIED,125,HIGH_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,1,0.05,1,272
2019-02-28,698029,9102,MALE,SINGLE,2464,SECONDARY_SCHOOL,40,Binh Duong,1,FRIEND/CO-WORKER,0.08,0.08,0,241
2019-02-28,697166,17932,MALE,MARRIED,1214,SECONDARY_SCHOOL,20,Ben Tre,0.4,FRIEND/CO-WORKER,1.04,0.51,1,181
2019-02-28,707889,16224,MALE,MARRIED,109,SECONDARY_SCHOOL,30,Dong Nai,0.6,FRIEND/CO-WORKER,0.22,0.04,0,-1
2019-02-28,689832,9591,MALE,MARRIED,947,COLLEGE,40,Phu Tho,1,FRIEND/CO-WORKER,1,0.07,1,57
2019-02-28,723843,8420,FEMALE,SINGLE,168,HIGH_SCHOOL,20,Ho Chi Minh,0.4,FRIEND/CO-WORKER,0.02,0.04,0,-1
2019-02-28,694554,10305,MALE,MARRIED,3095,UNIVERSITY,50,Ha Noi,1,FRIEND/CO-WORKER,0.07,0.31,0,12
2019-02-28,690959,11232,MALE,MARRIED,1211,SECONDARY_SCHOOL,50,Thanh Hoa,1,FRIEND/CO-WORKER,0.26,0.26,1,90
2019-02-28,729848,15685,FEMALE,WIDOW,3931,HIGH_SCHOOL,20,Da Nang,0.4,FRIEND/CO-WORKER,0.12,0.07,0,4
2019-02-28,681717,15602,FEMALE,MARRIED,3751,HIGH_SCHOOL,30,Ha Noi,0.6,FRIEND/CO-WORKER,0.23,0.49,0,-1
2019-02-28,720456,13953,FEMALE,MARRIED,4652,SECONDARY_SCHOOL,30,Nghe An,0.75,FRIEND/CO-WORKER,0.51,0.26,0,0
2019-02-28,714808,12051,MALE,MARRIED,1924,HIGH_SCHOOL,40,Khanh Hoa,0.8,FRIEND/CO-WORKER,1,0.24,1,1
2019-02-28,678796,9354,FEMALE,MARRIED,774,HIGH_SCHOOL,50,Tien Giang,1,FRIEND/CO-WORKER,1,0.31,0,-1
2019-02-28,724967,10064,MALE,SINGLE,741,HIGH_SCHOOL,20,Ho Chi Minh,0.4,FRIEND/CO-WORKER,0.82,0.04,0,38
2019-02-28,688043,12152,FEMALE,MARRIED,317,HIGH_SCHOOL,50,Nghe An,1,FRIEND/CO-WORKER,0.97,0.12,0,2
2019-02-28,707032,19830,MALE,MARRIED,393,PRIMARY_SCHOOL,20,Binh Duong,0.4,FRIEND/CO-WORKER,0.01,0.01,1,18
2019-02-28,682896,8692,FEMALE,SINGLE,2726,UNIVERSITY,50,Da Nang,1,FRIEND/CO-WORKER,0.02,0.17,0,1
2019-02-28,720045,11966,FEMALE,MARRIED,4252,PRIMARY_SCHOOL,50,An Giang,1,FRIEND/CO-WORKER,0.39,0.21,1,1
2019-02-28,693324,12729,MALE,MARRIED,515,SECONDARY_SCHOOL,50,Binh Thuan,1,FRIEND/CO-WORKER,0.57,0.43,0,2
2019-02-28,679052,13178,MALE,SINGLE,2306,HIGH_SCHOOL,40,Binh Dinh,1,FRIEND/CO-WORKER,1,0.29,0,26
2019-02-28,680193,10196,MALE,SINGLE,4,HIGH_SCHOOL,20,Bac Ninh,0.5,FRIEND/CO-WORKER,0.07,0.08,0,240
2019-02-28,719913,9295,MALE,SINGLE,14,SECONDARY_SCHOOL,50,Ninh Thuan,1,FRIEND/CO-WORKER,1,0.08,0,35
2019-02-28,683826,15988,FEMALE,DIVORCE,428,SECONDARY_SCHOOL,40,Tay Ninh,0.8,FRIEND/CO-WORKER,0.91,0.16,0,1
2019-02-28,700133,10439,FEMALE,WIDOW,83,SECONDARY_SCHOOL,30,Ninh Thuan,0.6,FRIEND/CO-WORKER,0.28,0.03,0,1
2019-02-28,665947,10983,MALE,MARRIED,1647,COLLEGE,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.07,0.23,1,4
2019-02-28,700205,10618,FEMALE,MARRIED,4873,SECONDARY_SCHOOL,30,Tay Ninh,0.6,FRIEND/CO-WORKER,0.31,0.17,1,3
2019-02-28,687461,11663,MALE,MARRIED,1304,SECONDARY_SCHOOL,20,Ba Ria - Vung Tau,0.5,FRIEND/CO-WORKER,0.53,0.03,1,181
2019-02-28,706633,13940,FEMALE,MARRIED,3807,PRIMARY_SCHOOL,30,Ho Chi Minh,0.6,FRIEND/CO-WORKER,0.1,0.1,0,1
2019-02-28,723859,13202,FEMALE,MARRIED,11,HIGH_SCHOOL,50,Tien Giang,1,FRIEND/CO-WORKER,0.22,0.08,1,101
2019-02-28,673807,9932,MALE,MARRIED,3421,HIGH_SCHOOL,30,Hung Yen,0.75,FRIEND/CO-WORKER,0.82,0.04,0,19
2019-02-28,716688,10361,MALE,MARRIED,135,HIGH_SCHOOL,40,Nghe An,1,FRIEND/CO-WORKER,1,0.28,1,272
2019-02-28,705683,14487,MALE,DIVORCE,4109,SECONDARY_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,1,0.01,0,2
2019-02-28,723740,15758,MALE,MARRIED,3499,SECONDARY_SCHOOL,20,Binh Duong,0.4,FRIEND/CO-WORKER,0.23,0.1,1,9
2019-02-28,693202,14643,MALE,SINGLE,1114,SECONDARY_SCHOOL,20,Binh Thuan,0.5,FRIEND/CO-WORKER,1,0.1,0,120
2019-02-28,683668,12899,MALE,MARRIED,436,HIGH_SCHOOL,25,Binh Duong,0.5,FRIEND/CO-WORKER,0.04,0.04,0,-1
2019-02-28,723495,9360,MALE,SINGLE,3023,COLLEGE,30,Quang Ninh,0.6,FRIEND/CO-WORKER,0.15,0.15,0,1
2019-02-28,710139,17103,MALE,MARRIED,803,HIGH_SCHOOL,30,Binh Dinh,0.75,FRIEND/CO-WORKER,1,0.32,0,3
2019-02-28,673793,16206,FEMALE,WIDOW,2476,HIGH_SCHOOL,50,Phu Tho,1,FRIEND/CO-WORKER,0.4,0.27,0,5
2019-02-28,688105,9163,FEMALE,MARRIED,2466,HIGH_SCHOOL,20,Binh Duong,0.4,FRIEND/CO-WORKER,0.12,0.22,1,-1
2019-02-28,720209,10379,MALE,SINGLE,1183,HIGH_SCHOOL,30,Ha Noi,0.6,FRIEND/CO-WORKER,1,0.28,0,172
2019-02-28,679278,7814,MALE,SINGLE,955,HIGH_SCHOOL,20,Binh Duong,0.5,FRIEND/CO-WORKER,0.09,0.09,0,56
2019-02-28,699349,8204,FEMALE,SINGLE,112,COLLEGE,30,Ho Chi Minh,0.6,FRIEND/CO-WORKER,0.04,0.02,0,-1
2019-02-28,720676,7638,MALE,SINGLE,2176,HIGH_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,0.08,0.08,0,-1
2019-02-28,685678,19388,MALE,DIVORCE,14,HIGH_SCHOOL,50,Tien Giang,1,FRIEND/CO-WORKER,0.47,0.19,0,1
2019-02-28,691810,11720,FEMALE,SINGLE,365,HIGH_SCHOOL,30,Ho Chi Minh,0.75,FRIEND/CO-WORKER,0.25,0.25,0,1
2019-02-28,727880,16127,MALE,DIVORCE,1300,HIGH_SCHOOL,30,Vinh Long,0.6,FRIEND/CO-WORKER,1,0.16,0,2
2019-02-28,709846,10377,MALE,MARRIED,4137,SECONDARY_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,1.03,0.14,1,87
2019-02-28,712425,13098,MALE,MARRIED,384,SECONDARY_SCHOOL,20,Binh Duong,0.4,FRIEND/CO-WORKER,0.08,0.08,1,10
2019-02-28,713497,11745,FEMALE,DIVORCE,2094,HIGH_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,1,0.45,0,2
2019-02-28,690692,9709,MALE,SINGLE,599,UNIVERSITY,50,Phu Tho,1,FRIEND/CO-WORKER,0.07,0.06,0,59
2019-02-28,724480,10722,MALE,MARRIED,779,COLLEGE,50,Tien Giang,1,FRIEND/CO-WORKER,1,0.17,1,2
2019-02-28,693960,12020,MALE,MARRIED,1650,SECONDARY_SCHOOL,50,Ninh Binh,1,FRIEND/CO-WORKER,0.06,0.06,1,-1
2019-02-28,688444,11657,MALE,MARRIED,3429,SECONDARY_SCHOOL,20,Binh Duong,0.5,FRIEND/CO-WORKER,0.02,0.02,1,303
2019-02-28,708906,9982,FEMALE,MARRIED,1532,COLLEGE,25,Ho Chi Minh,0.5,FRIEND/CO-WORKER,0.11,0.11,0,1
2019-02-28,723699,19692,MALE,MARRIED,1457,SECONDARY_SCHOOL,20,Ha Noi,0.4,FRIEND/CO-WORKER,0.98,0.56,0,18
2019-02-28,648231,13911,MALE,MARRIED,1557,SECONDARY_SCHOOL,50,Ho Chi Minh,1,FRIEND/CO-WORKER,0.05,0.08,1,-1
2019-02-28,668995,7758,MALE,SINGLE,644,UNIVERSITY,20,Ho Chi Minh,0.5,FRIEND/CO-WORKER,1,0.09,0,10
2019-02-28,717082,14386,MALE,MARRIED,1580,SECONDARY_SCHOOL,20,Binh Dinh,0.5,FRIEND/CO-WORKER,1,0.38,0,45
2019-02-28,672330,11715,MALE,MARRIED,1793,SECONDARY_SCHOOL,40,Binh Duong,1,FRIEND/CO-WORKER,0.13,0.03,1,0
2019-02-28,729957,16127,FEMALE,MARRIED,2210,SECONDARY_SCHOOL,20,Tien Giang,0.5,FRIEND/CO-WORKER,0.07,0.07,0,131
